undertone,body_type,occasion,n_items,has_outerwear,has_accessory,color_contrast,pattern_mix,undertone_enc,body_type_enc,occasion_enc,compatibility_score,is_compatible
warm,inverted_triangle,formal,4,0,1,0.45,0,0,1,1,0.99,1
cool,pear,formal,5,0,1,0.29,1,1,2,1,0.811,1
warm,apple,casual,5,0,1,0.68,1,0,4,0,0.7524,1
cool,hourglass,formal,4,1,1,0.67,0,1,0,1,0.99,1
warm,hourglass,party,4,0,1,0.8,0,0,0,2,0.7381,0
cool,hourglass,party,5,1,0,0.47,1,1,0,2,0.7329,0
warm,hourglass,sports,5,0,0,0.21,1,0,0,4,0.8322,1
cool,pear,sports,4,0,0,0.16,0,1,2,4,0.6534,0
neutral,pear,party,4,1,1,0.2,1,2,2,2,0.7349,0
warm,rectangle,party,5,0,1,0.65,1,0,3,2,0.7468,0
neutral,rectangle,ethnic,3,1,1,0.85,0,2,3,3,0.8335,1
warm,apple,formal,5,1,1,0.22,0,0,4,1,0.7116,0
warm,oval,ethnic,5,0,0,0.48,1,0,5,3,0.7479,0
cool,pear,casual,3,0,1,0.88,1,1,2,0,0.8145,1
cool,apple,ethnic,5,0,1,0.75,0,1,4,3,0.7494,0
neutral,apple,formal,4,0,0,0.72,1,2,4,1,0.7627,1
warm,inverted_triangle,sports,5,1,1,0.13,0,0,1,4,0.7778,1
neutral,apple,formal,4,0,1,0.49,1,2,4,1,0.7558,1
cool,oval,party,4,1,1,0.16,0,1,5,2,0.742,0
neutral,apple,ethnic,3,1,0,0.87,1,2,4,3,0.7665,1
cool,inverted_triangle,formal,3,1,0,0.72,0,1,1,1,0.8359,1
neutral,rectangle,formal,3,0,1,0.48,0,2,3,1,0.7323,0
neutral,apple,ethnic,3,0,0,0.53,0,2,4,3,0.764,1
cool,hourglass,ethnic,3,0,0,0.63,1,1,0,3,0.8628,1
neutral,rectangle,formal,3,0,1,0.54,1,2,3,1,0.789,1
warm,apple,formal,3,0,1,0.27,0,0,4,1,0.8216,1
warm,inverted_triangle,sports,4,1,1,0.89,0,0,1,4,0.7605,1
neutral,hourglass,sports,3,1,0,0.61,0,2,0,4,0.7061,0
warm,rectangle,party,5,0,0,0.54,0,0,3,2,0.8057,1
warm,rectangle,party,4,1,0,0.6,1,0,3,2,0.7209,0
warm,hourglass,ethnic,3,1,0,0.63,1,0,0,3,0.865,1
cool,apple,party,3,1,1,0.25,0,1,4,2,0.72,0
neutral,hourglass,sports,5,0,0,0.47,0,2,0,4,0.758,1
neutral,apple,ethnic,4,0,0,0.49,0,2,4,3,0.7044,0
neutral,pear,ethnic,3,1,1,0.68,0,2,2,3,0.8276,1
warm,hourglass,ethnic,3,0,1,0.34,0,0,0,3,0.8264,1
neutral,hourglass,party,4,0,0,0.36,1,2,0,2,0.8765,1
warm,apple,casual,3,0,1,0.51,0,0,4,0,0.7736,1
warm,hourglass,formal,5,1,1,0.1,0,0,0,1,0.99,1
cool,pear,ethnic,5,1,1,0.29,1,1,2,3,0.8065,1
warm,oval,formal,5,1,1,0.39,0,0,5,1,0.8219,1
neutral,apple,party,5,1,1,0.72,0,2,4,2,0.8197,1
cool,pear,ethnic,3,0,1,0.74,1,1,2,3,0.7686,1
warm,rectangle,ethnic,5,1,0,0.5,0,0,3,3,0.7375,0
cool,hourglass,party,4,0,1,0.12,0,1,0,2,0.8447,1
neutral,apple,casual,3,1,1,0.11,0,2,4,0,0.7477,0
neutral,pear,formal,3,1,0,0.21,0,2,2,1,0.7812,1
cool,apple,formal,3,0,1,0.49,0,1,4,1,0.752,1
neutral,oval,casual,5,1,0,0.43,0,2,5,0,0.7387,0
warm,oval,formal,5,1,1,0.15,0,0,5,1,0.8491,1
neutral,hourglass,casual,3,1,0,0.71,0,2,0,0,0.7987,1
warm,pear,party,4,1,1,0.36,0,0,2,2,0.8117,1
cool,inverted_triangle,formal,3,0,1,0.6,0,1,1,1,0.7995,1
neutral,oval,ethnic,4,0,1,0.55,0,2,5,3,0.7112,0
cool,inverted_triangle,casual,5,0,1,0.61,0,1,1,0,0.8807,1
warm,pear,sports,5,0,1,0.57,1,0,2,4,0.7677,1
warm,inverted_triangle,formal,4,0,0,0.51,0,0,1,1,0.9839,1
cool,hourglass,casual,3,0,1,0.21,0,1,0,0,0.7676,1
neutral,hourglass,ethnic,4,0,0,0.13,0,2,0,3,0.7701,1
neutral,apple,casual,3,1,1,0.74,0,2,4,0,0.7264,0
cool,pear,ethnic,4,0,1,0.73,0,1,2,3,0.7458,0
neutral,rectangle,formal,3,1,1,0.87,0,2,3,1,0.7151,0
neutral,inverted_triangle,ethnic,5,1,1,0.64,0,2,1,3,0.7411,0
neutral,rectangle,formal,5,0,0,0.53,0,2,3,1,0.6919,0
cool,oval,casual,5,0,1,0.71,0,1,5,0,0.7493,0
cool,pear,sports,5,1,0,0.47,0,1,2,4,0.7726,1
neutral,hourglass,ethnic,4,0,1,0.73,0,2,0,3,0.7687,1
neutral,rectangle,sports,5,1,0,0.26,0,2,3,4,0.6479,0
warm,rectangle,party,4,0,1,0.31,1,0,3,2,0.7805,1
warm,rectangle,sports,4,0,1,0.26,0,0,3,4,0.718,0
warm,oval,casual,4,0,0,0.85,0,0,5,0,0.6867,0
neutral,rectangle,casual,3,1,1,0.3,1,2,3,0,0.935,1
cool,rectangle,formal,3,0,0,0.85,1,1,3,1,0.7023,0
cool,inverted_triangle,casual,4,1,1,0.79,0,1,1,0,0.99,1
warm,apple,formal,5,1,1,0.38,0,0,4,1,0.7308,0
cool,rectangle,ethnic,5,0,0,0.33,1,1,3,3,0.7792,1
warm,oval,party,3,1,0,0.26,0,0,5,2,0.7387,0
neutral,pear,formal,3,0,1,0.25,0,2,2,1,0.7003,0
cool,hourglass,sports,4,0,1,0.34,0,1,0,4,0.8054,1
warm,rectangle,casual,4,0,1,0.17,0,0,3,0,0.8505,1
cool,inverted_triangle,party,4,1,0,0.43,0,1,1,2,0.7827,1
neutral,apple,party,3,0,0,0.21,1,2,4,2,0.816,1
warm,oval,casual,4,1,0,0.63,0,0,5,0,0.6998,0
neutral,inverted_triangle,sports,5,0,0,0.63,1,2,1,4,0.738,0
neutral,inverted_triangle,party,5,0,1,0.55,1,2,1,2,0.815,1
warm,rectangle,formal,4,1,0,0.63,0,0,3,1,0.7319,0
cool,hourglass,party,4,0,1,0.4,0,1,0,2,0.8628,1
warm,rectangle,formal,3,1,1,0.75,1,0,3,1,0.7818,1
warm,oval,party,4,1,1,0.86,1,0,5,2,0.8143,1
neutral,hourglass,formal,4,0,0,0.44,1,2,0,1,0.9457,1
warm,hourglass,formal,3,0,1,0.7,1,0,0,1,0.99,1
neutral,inverted_triangle,party,3,1,1,0.35,1,2,1,2,0.843,1
warm,oval,party,5,0,1,0.66,1,0,5,2,0.8341,1
neutral,inverted_triangle,sports,4,0,1,0.57,1,2,1,4,0.7136,0
cool,apple,formal,5,0,1,0.88,1,1,4,1,0.7541,1
warm,oval,casual,3,0,0,0.75,0,0,5,0,0.6718,0
neutral,apple,formal,3,0,1,0.34,0,2,4,1,0.7879,1
cool,pear,ethnic,4,0,1,0.46,0,1,2,3,0.7743,1
neutral,rectangle,party,4,0,1,0.36,0,2,3,2,0.7504,1
neutral,hourglass,formal,3,1,0,0.71,0,2,0,1,0.9604,1
cool,oval,casual,5,0,1,0.43,1,1,5,0,0.7402,0
cool,oval,party,4,1,1,0.38,0,1,5,2,0.7343,0
cool,pear,sports,5,1,1,0.73,1,1,2,4,0.7949,1
cool,pear,casual,3,1,1,0.22,0,1,2,0,0.6945,0
neutral,hourglass,sports,3,0,1,0.32,0,2,0,4,0.7856,1
cool,inverted_triangle,formal,5,0,1,0.26,0,1,1,1,0.7516,1
warm,oval,formal,5,1,1,0.55,0,0,5,1,0.695,0
cool,oval,formal,3,0,1,0.38,1,1,5,1,0.7616,1
warm,pear,formal,5,0,1,0.88,1,0,2,1,0.7738,1
cool,rectangle,sports,4,0,1,0.1,0,1,3,4,0.723,0
cool,apple,formal,3,0,1,0.77,1,1,4,1,0.8099,1
warm,rectangle,sports,3,1,0,0.11,0,0,3,4,0.7346,0
warm,hourglass,casual,4,1,1,0.5,0,0,0,0,0.9095,1
neutral,rectangle,party,5,1,1,0.34,0,2,3,2,0.6939,0
neutral,oval,party,4,0,0,0.58,0,2,5,2,0.7015,0
neutral,oval,formal,3,1,0,0.71,0,2,5,1,0.799,1
neutral,rectangle,casual,4,1,1,0.72,0,2,3,0,0.9139,1
warm,oval,sports,5,0,1,0.33,0,0,5,4,0.655,0
neutral,apple,casual,3,0,1,0.75,0,2,4,0,0.7212,0
neutral,oval,formal,5,1,0,0.55,0,2,5,1,0.8084,1
warm,pear,sports,3,0,1,0.73,0,0,2,4,0.7123,0
neutral,hourglass,sports,3,0,1,0.8,1,2,0,4,0.7948,1
cool,hourglass,sports,3,0,1,0.49,0,1,0,4,0.839,1
neutral,rectangle,sports,4,0,0,0.62,0,2,3,4,0.7892,1
warm,inverted_triangle,party,5,0,1,0.68,0,0,1,2,0.9227,1
cool,oval,casual,4,0,1,0.69,0,1,5,0,0.8088,1
warm,apple,ethnic,4,1,0,0.54,1,0,4,3,0.7895,1
neutral,apple,casual,3,0,1,0.19,0,2,4,0,0.7088,0
cool,apple,ethnic,5,1,0,0.54,0,1,4,3,0.8174,1
warm,rectangle,casual,3,0,0,0.74,1,0,3,0,0.9063,1
warm,pear,casual,5,1,0,0.65,1,0,2,0,0.9512,1
neutral,inverted_triangle,ethnic,5,0,1,0.74,0,2,1,3,0.8292,1
warm,hourglass,party,5,0,1,0.56,1,0,0,2,0.7821,1
warm,rectangle,sports,4,1,1,0.52,0,0,3,4,0.7309,0
warm,apple,casual,5,0,1,0.21,0,0,4,0,0.656,0
warm,apple,sports,5,0,0,0.42,0,0,4,4,0.7571,1
neutral,pear,ethnic,3,1,1,0.54,0,2,2,3,0.7629,1
neutral,pear,formal,5,1,0,0.38,0,2,2,1,0.8221,1
cool,rectangle,ethnic,5,1,0,0.57,0,1,3,3,0.8128,1
cool,apple,ethnic,3,0,1,0.53,0,1,4,3,0.7694,1
neutral,oval,sports,3,1,0,0.1,0,2,5,4,0.7946,1
warm,oval,ethnic,3,0,1,0.56,0,0,5,3,0.8142,1
cool,rectangle,casual,5,0,1,0.16,0,1,3,0,0.7466,0
neutral,rectangle,casual,3,1,0,0.43,1,2,3,0,0.9452,1
cool,hourglass,party,4,0,1,0.48,1,1,0,2,0.747,0
neutral,pear,party,5,0,1,0.72,0,2,2,2,0.7957,1
warm,rectangle,formal,3,1,1,0.54,1,0,3,1,0.7622,1
cool,apple,sports,3,1,1,0.55,0,1,4,4,0.7391,0
warm,pear,party,3,1,0,0.63,0,0,2,2,0.7954,1
neutral,rectangle,casual,3,1,1,0.81,0,2,3,0,0.8563,1
cool,oval,party,5,1,1,0.82,0,1,5,2,0.8305,1
neutral,apple,casual,3,1,1,0.78,1,2,4,0,0.6569,0
cool,inverted_triangle,ethnic,5,0,1,0.76,0,1,1,3,0.8523,1
cool,inverted_triangle,formal,5,1,1,0.28,1,1,1,1,0.7422,0
cool,inverted_triangle,casual,3,0,0,0.82,0,1,1,0,0.8951,1
cool,rectangle,ethnic,4,0,1,0.76,0,1,3,3,0.8251,1
warm,oval,casual,3,0,1,0.71,0,0,5,0,0.7483,0
neutral,oval,ethnic,4,1,0,0.57,0,2,5,3,0.7449,0
neutral,rectangle,formal,4,1,1,0.23,1,2,3,1,0.8149,1
cool,rectangle,formal,5,1,0,0.68,0,1,3,1,0.6956,0
neutral,inverted_triangle,sports,4,0,1,0.51,0,2,1,4,0.7978,1
neutral,pear,sports,4,0,1,0.49,0,2,2,4,0.6781,0
cool,apple,sports,5,0,0,0.73,0,1,4,4,0.7545,1
cool,apple,ethnic,5,1,1,0.78,0,1,4,3,0.7032,0
neutral,rectangle,party,5,0,1,0.47,0,2,3,2,0.8341,1
neutral,apple,casual,5,0,1,0.35,0,2,4,0,0.7757,1
warm,pear,sports,5,0,0,0.12,0,0,2,4,0.7292,0
neutral,pear,casual,3,0,0,0.28,0,2,2,0,0.6928,0
warm,pear,formal,3,1,0,0.6,0,0,2,1,0.7435,0
cool,oval,ethnic,5,0,0,0.35,1,1,5,3,0.7789,1
warm,hourglass,ethnic,3,0,0,0.54,1,0,0,3,0.8567,1
warm,inverted_triangle,ethnic,4,1,1,0.37,0,0,1,3,0.8777,1
cool,oval,sports,4,1,0,0.85,0,1,5,4,0.6528,0
cool,apple,ethnic,4,0,0,0.47,0,1,4,3,0.7659,1
neutral,rectangle,party,3,0,0,0.6,0,2,3,2,0.7669,1
warm,inverted_triangle,casual,5,1,0,0.5,1,0,1,0,0.99,1
warm,pear,sports,4,1,1,0.28,0,0,2,4,0.7208,0
warm,pear,ethnic,4,0,1,0.9,0,0,2,3,0.7957,1
cool,oval,ethnic,4,0,0,0.6,0,1,5,3,0.8573,1
cool,oval,formal,4,0,1,0.54,1,1,5,1,0.7222,0
warm,hourglass,casual,4,0,0,0.5,0,0,0,0,0.99,1
warm,oval,casual,3,0,0,0.11,0,0,5,0,0.6947,0
cool,oval,sports,4,1,1,0.47,0,1,5,4,0.7702,1
cool,oval,ethnic,3,0,0,0.13,1,1,5,3,0.7581,1
cool,apple,ethnic,5,0,1,0.51,0,1,4,3,0.6911,0
neutral,oval,casual,4,1,1,0.79,0,2,5,0,0.6978,0
neutral,rectangle,casual,3,0,0,0.65,0,2,3,0,0.8194,1
warm,hourglass,formal,3,1,0,0.22,0,0,0,1,0.99,1
cool,apple,sports,5,0,1,0.49,0,1,4,4,0.6954,0
cool,apple,party,3,1,1,0.46,1,1,4,2,0.7513,1
warm,pear,formal,3,0,1,0.26,0,0,2,1,0.7048,0
warm,rectangle,ethnic,5,0,1,0.51,0,0,3,3,0.7059,0
cool,pear,ethnic,4,1,1,0.87,1,1,2,3,0.785,1
cool,pear,ethnic,5,1,1,0.18,1,1,2,3,0.7792,1
neutral,oval,sports,3,1,1,0.72,0,2,5,4,0.7904,1
neutral,oval,party,4,0,1,0.87,0,2,5,2,0.8224,1
warm,inverted_triangle,party,3,0,0,0.16,0,0,1,2,0.9201,1
warm,inverted_triangle,casual,3,1,1,0.16,0,0,1,0,0.9579,1
cool,pear,formal,5,0,1,0.29,1,1,2,1,0.7296,0
warm,hourglass,party,3,0,0,0.79,0,0,0,2,0.8881,1
cool,apple,ethnic,3,0,1,0.83,0,1,4,3,0.789,1
cool,hourglass,formal,4,0,0,0.75,0,1,0,1,0.99,1
cool,oval,formal,4,1,1,0.48,0,1,5,1,0.7085,0
warm,pear,ethnic,4,1,0,0.83,1,0,2,3,0.7175,0
warm,rectangle,party,3,0,1,0.69,0,0,3,2,0.7865,1
warm,oval,party,5,1,0,0.46,0,0,5,2,0.6806,0
warm,apple,sports,5,1,0,0.42,0,0,4,4,0.7097,0
warm,pear,sports,3,1,1,0.77,0,0,2,4,0.6772,0
warm,oval,ethnic,5,0,0,0.26,1,0,5,3,0.8532,1
neutral,oval,casual,5,1,1,0.4,1,2,5,0,0.79,1
warm,apple,party,5,0,0,0.38,0,0,4,2,0.6935,0
neutral,rectangle,ethnic,3,0,1,0.87,0,2,3,3,0.748,0
neutral,rectangle,party,4,1,0,0.16,1,2,3,2,0.8135,1
neutral,inverted_triangle,party,5,0,1,0.31,1,2,1,2,0.8328,1
neutral,oval,casual,3,1,1,0.12,0,2,5,0,0.6834,0
warm,oval,casual,5,0,1,0.71,0,0,5,0,0.6717,0
neutral,apple,formal,5,1,1,0.58,1,2,4,1,0.8239,1
warm,rectangle,party,5,0,1,0.35,1,0,3,2,0.7061,0
cool,hourglass,casual,5,0,0,0.19,0,1,0,0,0.7485,0
cool,hourglass,sports,3,0,1,0.58,0,1,0,4,0.734,0
warm,apple,formal,3,0,1,0.14,0,0,4,1,0.6837,0
warm,oval,party,4,0,0,0.24,0,0,5,2,0.7499,0
neutral,hourglass,ethnic,3,1,0,0.58,0,2,0,3,0.8677,1
neutral,rectangle,casual,4,0,1,0.62,0,2,3,0,0.8759,1
warm,rectangle,ethnic,4,0,0,0.87,1,0,3,3,0.8219,1
warm,rectangle,party,5,1,0,0.84,0,0,3,2,0.7169,0
neutral,apple,sports,4,1,1,0.34,1,2,4,4,0.7792,1
neutral,apple,sports,4,0,1,0.11,1,2,4,4,0.7514,1
neutral,inverted_triangle,party,4,1,0,0.45,0,2,1,2,0.823,1
neutral,apple,formal,4,1,1,0.22,1,2,4,1,0.6918,0
warm,oval,party,5,0,1,0.42,0,0,5,2,0.7858,1
neutral,inverted_triangle,ethnic,4,0,0,0.87,0,2,1,3,0.898,1
cool,inverted_triangle,casual,5,0,1,0.21,1,1,1,0,0.9137,1
warm,oval,ethnic,5,1,1,0.37,0,0,5,3,0.762,1
cool,rectangle,party,3,0,1,0.68,1,1,3,2,0.8362,1
neutral,oval,casual,4,0,1,0.78,1,2,5,0,0.7393,0
neutral,hourglass,ethnic,5,1,1,0.75,0,2,0,3,0.8017,1
warm,pear,sports,3,1,0,0.43,0,0,2,4,0.767,1
cool,oval,party,5,0,1,0.25,1,1,5,2,0.7653,1
warm,hourglass,ethnic,5,0,1,0.8,0,0,0,3,0.7587,1
warm,rectangle,sports,5,0,1,0.53,0,0,3,4,0.7898,1
warm,oval,ethnic,5,0,1,0.51,0,0,5,3,0.8454,1
warm,inverted_triangle,party,5,0,1,0.77,0,0,1,2,0.9065,1
warm,oval,formal,4,0,0,0.59,0,0,5,1,0.8431,1
neutral,hourglass,formal,3,0,1,0.85,1,2,0,1,0.9719,1
cool,apple,party,4,0,1,0.78,0,1,4,2,0.7308,0
cool,apple,casual,3,0,0,0.14,0,1,4,0,0.8037,1
warm,inverted_triangle,formal,3,0,1,0.1,0,0,1,1,0.99,1
warm,rectangle,formal,5,1,1,0.61,1,0,3,1,0.7912,1
warm,rectangle,casual,5,0,1,0.71,0,0,3,0,0.8719,1
warm,rectangle,sports,4,0,1,0.66,0,0,3,4,0.7559,1
warm,inverted_triangle,party,5,1,1,0.6,0,0,1,2,0.99,1
cool,inverted_triangle,party,5,1,0,0.38,0,1,1,2,0.7776,1
neutral,pear,party,4,1,1,0.41,0,2,2,2,0.8091,1
neutral,inverted_triangle,casual,5,0,1,0.31,1,2,1,0,0.713,0
warm,pear,casual,3,0,0,0.59,1,0,2,0,0.8085,1
cool,apple,formal,3,0,1,0.73,0,1,4,1,0.7796,1
cool,rectangle,ethnic,4,0,0,0.58,0,1,3,3,0.7376,0
neutral,pear,sports,5,0,1,0.36,0,2,2,4,0.6564,0
cool,inverted_triangle,ethnic,4,0,1,0.32,0,1,1,3,0.7976,1
neutral,rectangle,party,3,0,1,0.77,1,2,3,2,0.8162,1
neutral,pear,formal,3,1,1,0.21,1,2,2,1,0.7951,1
warm,pear,party,4,1,0,0.53,1,0,2,2,0.718,0
warm,pear,party,5,1,1,0.41,0,0,2,2,0.8496,1
neutral,rectangle,sports,3,0,1,0.11,0,2,3,4,0.773,1
warm,hourglass,casual,4,0,0,0.82,0,0,0,0,0.9188,1
neutral,oval,formal,3,0,0,0.73,1,2,5,1,0.8366,1
cool,apple,casual,3,0,1,0.22,0,1,4,0,0.707,0
cool,inverted_triangle,formal,3,0,1,0.23,0,1,1,1,0.8081,1
neutral,inverted_triangle,casual,4,0,0,0.7,0,2,1,0,0.7234,0
warm,oval,sports,3,1,1,0.22,0,0,5,4,0.6644,0
cool,oval,casual,3,1,1,0.23,1,1,5,0,0.6719,0
cool,rectangle,sports,5,1,1,0.5,0,1,3,4,0.6603,0
warm,rectangle,party,4,0,1,0.55,0,0,3,2,0.73,0
warm,hourglass,ethnic,5,0,1,0.16,1,0,0,3,0.7645,1
cool,hourglass,ethnic,5,1,0,0.44,0,1,0,3,0.772,1
warm,hourglass,casual,4,0,1,0.78,1,0,0,0,0.908,1
warm,rectangle,party,4,0,1,0.76,0,0,3,2,0.6927,0
neutral,apple,formal,5,1,0,0.48,0,2,4,1,0.7854,1
neutral,hourglass,sports,3,1,0,0.43,0,2,0,4,0.8359,1
neutral,apple,sports,5,1,1,0.42,0,2,4,4,0.7129,0
cool,inverted_triangle,casual,3,0,1,0.21,0,1,1,0,0.8796,1
warm,pear,party,3,0,1,0.7,1,0,2,2,0.7632,1
neutral,pear,sports,5,1,1,0.6,1,2,2,4,0.6658,0
warm,hourglass,party,3,0,0,0.22,0,0,0,2,0.8025,1
cool,pear,formal,4,1,1,0.36,0,1,2,1,0.8377,1
warm,pear,ethnic,3,1,0,0.26,0,0,2,3,0.8179,1
neutral,oval,party,4,1,1,0.54,0,2,5,2,0.8293,1
warm,hourglass,ethnic,4,0,0,0.12,1,0,0,3,0.8506,1
warm,hourglass,ethnic,4,0,0,0.77,0,0,0,3,0.8778,1
cool,hourglass,sports,3,1,1,0.17,0,1,0,4,0.7818,1
warm,apple,formal,5,0,1,0.89,0,0,4,1,0.6914,0
cool,rectangle,sports,5,0,1,0.6,0,1,3,4,0.6629,0
cool,inverted_triangle,casual,5,0,0,0.13,0,1,1,0,0.9049,1
cool,pear,ethnic,3,0,1,0.19,0,1,2,3,0.8035,1
neutral,apple,ethnic,5,0,1,0.29,0,2,4,3,0.7901,1
neutral,pear,casual,5,0,1,0.35,0,2,2,0,0.7656,1
neutral,pear,casual,4,1,0,0.77,1,2,2,0,0.7526,1
warm,inverted_triangle,sports,4,0,0,0.64,1,0,1,4,0.8055,1
warm,oval,sports,3,1,1,0.11,0,0,5,4,0.7619,1
cool,oval,ethnic,3,1,0,0.88,0,1,5,3,0.7463,0
warm,pear,ethnic,5,0,1,0.17,0,0,2,3,0.8567,1
warm,inverted_triangle,party,3,0,1,0.58,0,0,1,2,0.99,1
cool,rectangle,casual,3,1,0,0.32,1,1,3,0,0.7641,1
neutral,hourglass,sports,3,1,1,0.71,1,2,0,4,0.7367,0
cool,oval,sports,5,1,0,0.41,0,1,5,4,0.7699,1
cool,oval,casual,4,1,1,0.5,1,1,5,0,0.6975,0
neutral,rectangle,formal,3,1,0,0.16,0,2,3,1,0.8195,1
cool,inverted_triangle,ethnic,5,1,0,0.57,0,1,1,3,0.7865,1
warm,rectangle,casual,3,0,1,0.64,1,0,3,0,0.8558,1
warm,hourglass,formal,5,1,0,0.88,1,0,0,1,0.99,1
neutral,oval,casual,4,1,1,0.74,1,2,5,0,0.7657,1
neutral,pear,party,5,0,0,0.11,0,2,2,2,0.7621,1
warm,rectangle,formal,3,1,1,0.6,0,0,3,1,0.731,0
cool,pear,party,5,0,1,0.69,0,1,2,2,0.9447,1
cool,inverted_triangle,ethnic,3,0,0,0.8,0,1,1,3,0.838,1
cool,pear,sports,3,0,0,0.79,0,1,2,4,0.7445,0
cool,inverted_triangle,sports,5,0,0,0.65,0,1,1,4,0.7175,0
neutral,rectangle,party,5,1,1,0.77,0,2,3,2,0.7501,1
neutral,apple,ethnic,5,0,1,0.4,0,2,4,3,0.7093,0
warm,oval,ethnic,3,0,1,0.37,0,0,5,3,0.7004,0
cool,oval,party,4,1,0,0.73,1,1,5,2,0.7428,0
neutral,pear,sports,5,0,0,0.48,1,2,2,4,0.6998,0
warm,rectangle,sports,5,1,1,0.65,0,0,3,4,0.742,0
cool,hourglass,formal,5,0,0,0.54,0,1,0,1,0.99,1
cool,hourglass,sports,4,1,1,0.27,1,1,0,4,0.6984,0
cool,apple,formal,5,0,1,0.78,0,1,4,1,0.804,1
neutral,rectangle,sports,4,1,0,0.53,1,2,3,4,0.7581,1
neutral,oval,party,3,0,0,0.85,0,2,5,2,0.7035,0
warm,inverted_triangle,formal,3,1,0,0.86,1,0,1,1,0.9423,1
cool,inverted_triangle,sports,3,0,1,0.61,0,1,1,4,0.8211,1
neutral,hourglass,sports,5,0,0,0.12,0,2,0,4,0.6993,0
cool,rectangle,party,4,0,1,0.42,1,1,3,2,0.7405,0
neutral,apple,party,5,0,1,0.82,1,2,4,2,0.829,1
cool,oval,ethnic,4,0,1,0.44,1,1,5,3,0.7875,1
cool,rectangle,ethnic,5,0,0,0.24,0,1,3,3,0.7401,0
cool,inverted_triangle,formal,3,1,0,0.3,1,1,1,1,0.8631,1
neutral,apple,sports,3,0,1,0.26,0,2,4,4,0.6432,0
warm,rectangle,casual,3,0,0,0.82,0,0,3,0,0.8407,1
cool,apple,sports,5,1,1,0.27,1,1,4,4,0.7112,0
neutral,hourglass,sports,3,0,0,0.57,0,2,0,4,0.7265,0
neutral,pear,ethnic,3,1,1,0.7,0,2,2,3,0.7188,0
warm,apple,casual,4,0,0,0.79,0,0,4,0,0.6697,0
neutral,apple,ethnic,3,0,0,0.18,1,2,4,3,0.7654,1
neutral,apple,party,4,1,1,0.51,0,2,4,2,0.8239,1
neutral,apple,ethnic,4,0,1,0.79,1,2,4,3,0.7159,0
neutral,apple,ethnic,5,1,0,0.29,0,2,4,3,0.8331,1
neutral,hourglass,sports,4,0,1,0.62,0,2,0,4,0.8438,1
cool,oval,sports,4,1,0,0.49,0,1,5,4,0.732,0
warm,apple,party,5,0,0,0.37,0,0,4,2,0.6781,0
neutral,pear,casual,3,0,0,0.34,0,2,2,0,0.7796,1
warm,hourglass,casual,4,1,0,0.69,1,0,0,0,0.99,1
warm,rectangle,formal,3,0,0,0.88,0,0,3,1,0.7435,0
warm,inverted_triangle,ethnic,4,0,1,0.14,1,0,1,3,0.7865,1
neutral,hourglass,party,3,1,0,0.53,1,2,0,2,0.8804,1
warm,hourglass,formal,5,0,1,0.84,1,0,0,1,0.99,1
cool,oval,casual,4,0,1,0.15,0,1,5,0,0.7395,0
neutral,rectangle,formal,5,0,1,0.28,0,2,3,1,0.7064,0
neutral,hourglass,casual,5,0,1,0.82,0,2,0,0,0.8457,1
neutral,apple,casual,4,1,0,0.56,0,2,4,0,0.6856,0
neutral,apple,sports,4,0,0,0.82,0,2,4,4,0.7045,0
neutral,inverted_triangle,formal,4,0,0,0.47,1,2,1,1,0.804,1
neutral,inverted_triangle,sports,4,0,1,0.65,0,2,1,4,0.7394,0
neutral,pear,sports,3,0,1,0.56,0,2,2,4,0.8047,1
warm,inverted_triangle,sports,5,1,1,0.84,0,0,1,4,0.8046,1
cool,inverted_triangle,formal,5,1,1,0.3,1,1,1,1,0.7866,1
cool,oval,party,4,0,1,0.68,0,1,5,2,0.8107,1
cool,apple,sports,3,0,0,0.17,0,1,4,4,0.6924,0
cool,rectangle,ethnic,5,0,1,0.56,0,1,3,3,0.8112,1
neutral,apple,formal,3,1,1,0.36,0,2,4,1,0.82,1
cool,rectangle,formal,5,1,1,0.73,0,1,3,1,0.6932,0
neutral,pear,party,4,0,0,0.68,0,2,2,2,0.7902,1
warm,inverted_triangle,ethnic,4,0,1,0.9,0,0,1,3,0.8233,1
warm,rectangle,formal,3,0,0,0.52,0,0,3,1,0.7931,1
neutral,hourglass,ethnic,3,0,0,0.17,0,2,0,3,0.8794,1
cool,rectangle,sports,3,1,0,0.66,0,1,3,4,0.7393,0
cool,apple,formal,5,0,0,0.69,0,1,4,1,0.7762,1
cool,inverted_triangle,ethnic,3,1,1,0.53,0,1,1,3,0.8719,1
cool,pear,party,3,0,1,0.9,0,1,2,2,0.8739,1
cool,hourglass,ethnic,4,0,1,0.33,1,1,0,3,0.755,1
warm,apple,casual,5,0,0,0.17,1,0,4,0,0.7777,1
warm,apple,casual,5,0,0,0.35,0,0,4,0,0.7644,1
warm,rectangle,sports,5,0,0,0.31,0,0,3,4,0.7537,1
neutral,pear,ethnic,4,1,0,0.74,0,2,2,3,0.8169,1
neutral,oval,casual,3,1,1,0.25,0,2,5,0,0.7907,1
neutral,inverted_triangle,formal,3,0,0,0.26,1,2,1,1,0.8139,1
neutral,pear,ethnic,4,1,1,0.65,1,2,2,3,0.7544,1
warm,oval,party,5,1,1,0.57,0,0,5,2,0.8147,1
