r,g,b,brightness,r_g_diff,r_b_diff,g_b_diff,ita_angle,skin_class,skin_name,skin_label,undertone,best_colors
164,112,85,124.47,52,79,27,43.31,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,203,193,206.34,15,25,10,80.91,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
246,204,181,213.94,42,65,23,68.37,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,177,142,178.99,20,55,35,66.91,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
144,101,113,115.22,43,31,-12,64.58,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
217,177,155,186.45,40,62,22,65.56,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
56,34,28,39.89,22,28,6,-19.85,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
209,156,146,170.71,53,63,10,62.44,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
208,195,141,192.73,13,67,54,64.85,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
148,101,72,111.75,47,76,29,39.09,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,125,96,138.14,55,84,29,46.38,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
156,97,78,112.48,59,78,19,38.7,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,198,176,205.66,34,56,22,70.21,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
63,48,52,52.94,15,11,-4,14.96,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
169,121,87,131.48,48,82,34,44.82,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
89,39,53,55.55,50,36,-14,8.76,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,99,86,113.66,54,67,13,43.54,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,168,138,173.85,31,61,30,63.78,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
244,221,168,221.83,23,76,53,66.14,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
254,214,174,221.4,40,80,40,64.98,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
160,99,84,115.53,61,76,15,40.77,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,185,152,182.73,5,38,33,74.02,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
230,195,196,205.58,35,34,-1,77.67,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
105,95,43,92.06,10,62,52,34.15,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,205,165,203.43,10,50,40,71.95,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,99,90,109.04,37,46,9,52.08,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,65,50,77.04,46,61,15,23.91,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,130,121,140.04,37,46,9,62.94,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,229,206,221.0,-18,5,23,88.33,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
125,83,52,92.02,42,73,31,29.93,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,182,141,180.02,9,50,41,68.97,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
166,134,121,142.09,32,45,13,63.96,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,181,126,181.91,24,79,55,59.08,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
142,113,97,119.85,29,45,16,57.21,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,150,131,162.19,48,67,19,59.15,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
203,176,161,182.36,27,42,15,72.39,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,152,135,162.92,43,60,17,62.02,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
208,168,153,178.25,40,55,15,66.79,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,155,117,157.25,22,60,38,60.78,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
159,105,63,116.36,54,96,42,34.65,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
93,30,24,48.15,63,69,6,-1.54,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
84,80,77,80.85,4,7,3,77.22,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
114,56,41,71.63,58,73,15,16.5,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,215,197,215.64,9,27,18,80.74,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
236,194,186,205.65,42,50,8,72.19,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
227,212,152,209.64,15,75,60,64.84,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,168,104,169.67,30,94,64,51.85,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
220,189,164,195.42,31,56,25,68.94,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
208,159,161,173.88,49,47,-2,69.22,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
254,194,198,212.4,60,56,-4,70.97,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
156,103,86,116.91,53,70,17,43.71,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
220,156,130,172.17,64,90,26,53.62,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,98,108,108.41,31,21,-10,70.23,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,166,109,168.47,30,87,57,53.71,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,161,145,171.43,41,57,16,64.85,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
139,121,75,121.14,18,64,46,48.02,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,138,135,153.21,52,55,3,61.95,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
91,67,68,74.29,24,23,-1,46.56,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
95,65,72,74.77,30,23,-7,47.12,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,178,198,187.46,24,4,-20,88.33,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
161,89,74,108.82,72,87,15,34.06,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
203,211,176,204.62,-8,27,35,80.09,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
241,205,158,210.41,36,83,47,62.64,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,112,84,115.98,24,52,28,51.76,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
69,31,26,41.79,38,43,5,-10.81,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,218,200,227.01,37,55,18,72.74,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,101,83,109.41,35,53,18,48.26,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
62,48,25,49.56,14,37,23,-0.68,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
239,192,180,204.68,47,59,12,69.12,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,154,112,155.79,22,64,42,58.83,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,151,138,167.16,59,72,13,58.43,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
147,100,102,114.28,47,45,-2,55.01,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
82,51,26,57.42,31,56,25,7.55,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
188,156,144,164.2,32,44,12,68.93,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
116,62,55,77.35,54,61,7,24.15,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,103,84,119.07,61,80,19,40.81,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,154,155,166.67,42,41,-1,70.64,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
38,56,36,48.34,-18,2,20,-39.69,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
170,125,98,135.38,45,72,27,49.86,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,169,166,177.63,30,33,3,75.5,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,135,59,137.4,37,113,76,37.72,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,78,38,88.69,51,91,40,23.03,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,118,80,124.43,36,74,38,45.17,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
141,100,101,112.37,41,40,-1,57.33,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
89,40,45,55.22,49,44,-5,6.77,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
243,192,161,203.71,51,82,31,61.92,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,180,127,176.65,9,62,53,63.92,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
114,72,43,81.25,42,71,29,23.76,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
201,174,116,175.46,27,85,58,55.88,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,155,131,165.12,43,67,24,59.8,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
149,109,88,118.57,40,61,21,48.34,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,187,120,188.63,31,98,67,54.74,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,132,107,141.11,40,65,25,54.5,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
126,129,67,121.04,-3,59,62,50.29,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
152,125,69,126.69,27,83,56,42.74,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
217,155,163,174.45,62,54,-8,66.54,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
100,75,60,80.76,25,40,15,37.56,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
166,126,90,133.86,40,76,36,47.81,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
251,186,164,202.93,65,87,22,60.36,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
43,37,48,40.05,6,-5,-11,-63.32,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
98,70,48,75.86,28,50,22,27.35,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,55,52,77.38,76,79,3,19.12,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
68,34,52,46.22,34,16,-18,-13.29,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
66,50,33,52.85,16,33,17,4.94,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,156,104,152.46,8,60,52,59.65,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
44,45,34,43.45,-1,10,11,-33.22,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
162,158,121,154.98,4,41,37,68.67,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
137,115,111,121.12,22,26,4,69.92,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
228,214,159,211.92,14,69,55,66.92,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,176,172,182.42,23,27,4,78.48,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
54,72,13,59.89,-18,41,59,13.56,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
183,127,86,139.07,56,97,41,42.56,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
45,53,44,49.58,-8,1,9,-22.78,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
213,183,161,189.46,30,52,22,69.55,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
95,88,32,83.71,7,63,56,28.15,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,125,106,135.69,43,62,19,54.11,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,146,159,157.65,34,21,-13,78.96,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
169,124,102,134.95,45,67,22,51.74,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
250,193,203,211.18,57,47,-10,73.74,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,80,77,92.81,44,47,3,42.33,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,166,158,178.84,46,54,8,67.26,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
62,30,16,37.97,32,46,14,-14.66,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
159,145,113,145.54,14,46,32,64.29,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
206,185,135,185.58,21,71,50,62.36,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
242,215,170,217.94,27,72,45,66.79,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
231,194,178,203.24,37,53,16,70.92,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
46,55,57,52.54,-9,-11,-2,13.0,5,deep,Deep/Rich,cool,"Navy,Emerald,Purple,Burgundy,Cobalt"
95,72,45,75.8,23,50,27,27.29,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
152,153,86,145.06,-1,66,67,55.23,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
107,88,69,91.52,19,38,19,47.53,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
144,119,99,124.2,25,45,20,58.76,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,232,190,222.13,-17,25,42,81.74,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,114,88,124.19,44,70,26,46.66,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
84,78,65,78.31,6,19,13,56.13,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
240,200,156,206.94,40,84,44,61.84,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,186,138,189.2,29,77,48,61.05,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
201,159,128,168.02,42,73,31,58.26,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
244,193,191,208.02,51,53,2,71.46,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,120,87,125.21,30,63,33,50.05,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
42,74,58,62.61,-32,-16,16,38.24,5,deep,Deep/Rich,cool,"Navy,Emerald,Purple,Burgundy,Cobalt"
198,161,133,168.87,37,65,28,61.33,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
90,78,79,81.7,12,11,-1,70.86,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
109,91,55,92.28,18,54,36,38.06,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
79,53,22,57.24,26,57,31,7.24,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,168,164,181.6,47,51,4,68.82,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,95,105,109.0,43,33,-10,60.78,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
185,131,122,146.12,54,63,9,56.76,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
220,159,149,176.1,61,71,10,60.62,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,89,59,107.71,74,104,30,29.03,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
118,78,80,90.19,40,38,-2,46.6,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
175,140,136,150.01,35,39,4,68.7,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,141,67,135.26,9,83,74,45.77,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
186,124,127,142.88,62,59,-3,57.58,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,147,123,150.54,21,45,24,65.89,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
107,72,68,82.01,35,39,4,39.38,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,148,99,151.08,29,78,49,52.34,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
188,158,96,159.9,30,92,62,50.07,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
66,66,60,65.32,0,6,6,68.61,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
79,65,37,65.99,14,42,28,20.84,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
157,97,83,113.34,60,74,14,40.56,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
69,62,47,62.38,7,22,15,29.37,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
143,129,105,130.45,14,38,24,64.72,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,164,148,174.14,40,56,16,65.72,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
181,123,107,138.52,58,74,16,50.11,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,150,113,153.85,27,64,37,58.36,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,134,114,148.76,57,77,20,52.06,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
206,157,161,172.11,49,45,-4,69.77,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
141,98,97,110.74,43,44,1,54.08,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,182,114,176.64,8,76,68,59.03,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
233,203,157,206.73,30,76,46,64.13,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
179,162,99,159.9,17,80,63,53.95,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
178,133,134,146.57,45,44,-1,65.5,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
160,125,95,132.05,35,65,30,51.61,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,100,96,114.49,50,54,4,50.06,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,82,63,88.51,29,48,19,38.74,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,166,166,182.74,56,56,0,67.13,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
125,94,38,96.88,31,87,56,28.32,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,98,94,116.68,64,68,4,44.44,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
62,27,34,38.26,35,28,-7,-22.75,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
70,53,38,56.37,17,32,15,11.26,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,179,142,184.35,32,69,37,62.82,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
100,71,79,80.58,29,21,-8,55.52,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
87,71,57,74.19,16,30,14,38.88,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
149,92,69,106.42,57,80,23,35.19,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,154,103,163.14,50,101,51,48.24,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,87,99,111.39,77,65,-12,43.36,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,137,131,153.36,57,63,6,58.64,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
100,65,68,75.81,35,32,-3,38.89,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
85,29,17,44.38,56,68,12,-4.72,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
89,38,35,52.91,51,54,3,3.08,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
157,111,72,120.31,46,85,39,39.6,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
151,126,53,125.15,25,98,73,37.48,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
235,214,192,217.77,21,43,22,75.62,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
152,128,93,131.19,24,59,35,53.99,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,86,52,93.49,38,72,34,31.13,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
87,96,47,87.72,-9,40,49,43.32,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,193,179,200.08,29,43,14,74.01,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
174,140,104,146.06,34,70,36,53.92,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,123,105,132.91,40,58,18,55.03,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
220,159,147,175.87,61,73,12,59.89,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,160,139,158.2,2,23,21,78.0,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
237,196,205,209.28,41,32,-9,78.64,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
179,132,103,142.75,47,76,29,50.67,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
121,74,44,84.63,47,77,30,24.22,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
178,146,104,150.78,32,74,42,53.71,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
188,163,168,171.04,25,20,-5,80.62,1,light_medium,Light Medium,neutral,"White,Black,Navy,Blush,Teal"
179,131,91,140.79,48,88,40,45.89,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
95,94,55,89.85,1,40,39,44.89,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
146,96,79,109.01,50,67,17,41.37,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
135,105,77,110.78,30,58,28,46.34,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
161,125,92,132.0,36,69,33,49.92,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
77,29,40,44.61,48,37,-11,-8.29,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
213,184,174,191.53,29,39,10,74.59,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,153,110,153.78,19,62,43,59.15,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
106,57,58,71.76,49,48,-1,24.39,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
169,151,113,152.05,18,56,38,61.24,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
171,152,115,153.46,19,56,37,61.57,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,211,158,208.84,13,66,53,67.44,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
139,99,58,106.29,40,81,41,34.8,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,61,20,52.44,-13,28,41,4.98,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
207,228,190,217.39,-21,17,38,84.2,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
186,148,115,155.6,38,71,33,56.09,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
225,210,178,210.84,15,47,32,73.71,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,175,145,179.05,25,55,30,66.92,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,167,122,169.35,25,70,45,59.61,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
